institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
IRCELYON- UNIVERSITE LYON1 CLAUDE BERNARD	https://api.ror.org/organizations?affiliation=IRCELYON-+UNIVERSITE+LYON1+CLAUDE+BERNARD	18	TRUE	0.94	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
IRCELYON-CNRS-Lyon1	https://api.ror.org/organizations?affiliation=IRCELYON-CNRS-Lyon1	13	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
IRCELYON-CNRS-LYON1	https://api.ror.org/organizations?affiliation=IRCELYON-CNRS-LYON1	13	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
ircelyon-lyon1	https://api.ror.org/organizations?affiliation=ircelyon-lyon1	10	FALSE	0.52	FUZZY	Urban Community of Lyon	https://ror.org/00pbrnp49	France
IRCELYON-LYON1	https://api.ror.org/organizations?affiliation=IRCELYON-LYON1	11	TRUE	0.9	ACRONYM	Institute of Researches on Catalysis and Environment in Lyon	https://ror.org/04fy20a51	France
IRCELYON, CNRS/UCBL-UNIVERSITÉ DE LYON	https://api.ror.org/organizations?affiliation=IRCELYON,+CNRS/UCBL-UNIVERSITE+DE+LYON	0						
IRT SAINT EXUPERY	https://api.ror.org/organizations?affiliation=IRT+SAINT+EXUPERY	15	TRUE	0.9	ACRONYM	Institut für Rundfunktechnik	https://ror.org/0416m3683	Germany
IS2M	https://api.ror.org/organizations?affiliation=IS2M	0						
IS2M CNRS	https://api.ror.org/organizations?affiliation=IS2M+CNRS	3	TRUE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
ISA	https://api.ror.org/organizations?affiliation=ISA	11	FALSE	0.9	ACRONYM	Institute of Food Science	https://ror.org/0013zhk30	Italy
ISA, INSTITUT DES SCIENCES ANALYTIQUES, CNRS/UCBL-UNIVERSITÉ DE LYON	https://api.ror.org/organizations?affiliation=ISA,+INSTITUT+DES+SCIENCES+ANALYTIQUES,+CNRS/UCBL-UNIVERSITE+DE+LYON	6	FALSE	1	ACRONYM	Arizona Department of Economic Security	https://ror.org/00s8v8467	United States
ISEL	https://api.ror.org/organizations?affiliation=ISEL	0						
ISEL - INSTITUTO SUPERIOR DE ENGENHARIA DE LISBOA, INSTITUTO POLITÉCNICO DE LISBOA	https://api.ror.org/organizations?affiliation=ISEL+-+INSTITUTO+SUPERIOR+DE+ENGENHARIA+DE+LISBOA,+INSTITUTO+POLITECNICO+DE+LISBOA	0						
ISEL.IPL	https://api.ror.org/organizations?affiliation=ISEL.IPL	0						
ISEL.IPL,	https://api.ror.org/organizations?affiliation=ISEL.IPL,	0						
ISEL/IPL	https://api.ror.org/organizations?affiliation=ISEL/IPL	4	FALSE	0.9	ACRONYM	Instituto Politécnico de Leiria	https://ror.org/010dvvh94	Portugal
ISIR, OSAKA UNIVERSITY	https://api.ror.org/organizations?affiliation=ISIR,+OSAKA+UNIVERSITY	29	TRUE	1	PHRASE	Osaka University	https://ror.org/035t8zc32	Japan
ISM	https://api.ror.org/organizations?affiliation=ISM	10	TRUE	1	PHRASE	Instituto Superior Monitor	https://ror.org/01392hb02	Mozambique
ISM-CNRS UMR 5255	https://api.ror.org/organizations?affiliation=ISM-CNRS+UMR+5255	21	TRUE	1	ACRONYM	Instituto Superior Monitor	https://ror.org/01392hb02	Mozambique
ISM-UMR5255-CNRS-UNIVERSITÉ BORDEAUX	https://api.ror.org/organizations?affiliation=ISM-UMR5255-CNRS-UNIVERSITE+BORDEAUX	29	FALSE	1	ACRONYM	Instituto Superior Monitor	https://ror.org/01392hb02	Mozambique
ISQCH (Instituto de Síntesis Química y Catálisis Homogénea)	https://api.ror.org/organizations?affiliation=ISQCH+(Instituto+de+Sintesis+Quimica+y+Catalisis+Homogenea)	14	TRUE	1	COMMON TERMS	Instituto de Síntesis Química y Catálisis Homogénea	https://ror.org/002smyt64	Spain
ISQCH (INSTITUTO DE SÍNTESIS QUÍMICA Y CATÁLISIS HOMOGÉNEA), FACULTAD DE CIENCIAS, UNIVERSIDAD DE ZARAGOZA-CSIC	https://api.ror.org/organizations?affiliation=ISQCH+(INSTITUTO+DE+SINTESIS+QUIMICA+Y+CATALISIS+HOMOGENEA),+FACULTAD+DE+CIENCIAS,+UNIVERSIDAD+DE+ZARAGOZA-CSIC	0						
ISQCH_CSIC	https://api.ror.org/organizations?affiliation=ISQCH_CSIC	0						
ISQCH_Departamento de Química Orgánica- Universidad de Zaragoza	https://api.ror.org/organizations?affiliation=ISQCH_Departamento+de+Quimica+Organica-+Universidad+de+Zaragoza	16	TRUE	1	COMMON TERMS	University of Zaragoza	https://ror.org/012a91z28	Spain
ISQCH-CSIC	https://api.ror.org/organizations?affiliation=ISQCH-CSIC	5	TRUE	0.9	ACRONYM	Instituto de Síntesis Química y Catálisis Homogénea	https://ror.org/002smyt64	Spain
ISQCH/UNIVERSIDAD DE ZARAGOZA	https://api.ror.org/organizations?affiliation=ISQCH/UNIVERSIDAD+DE+ZARAGOZA	0						
ISTEC-CNR	https://api.ror.org/organizations?affiliation=ISTEC-CNR	4	TRUE	0.9	ACRONYM	International Superconductivity Technology Center	https://ror.org/04048e026	Japan
ITAV	https://api.ror.org/organizations?affiliation=ITAV	1	TRUE	0.9	ACRONYM	Institute for Advanced Technology in life science	https://ror.org/028pmgd25	France
ITERG	https://api.ror.org/organizations?affiliation=ITERG	1	TRUE	0.9	ACRONYM	Institut des Corps Gras	https://ror.org/04z5hhb71	France
ITMC RWTH AACHEN	https://api.ror.org/organizations?affiliation=ITMC+RWTH+AACHEN	14	TRUE	0.9	ACRONYM	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC RWTH AACHEN UNIVERSITY	https://api.ror.org/organizations?affiliation=ITMC+RWTH+AACHEN+UNIVERSITY	18	TRUE	0.9	COMMON TERMS	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC-RWTH Aachen University	https://api.ror.org/organizations?affiliation=ITMC-RWTH+Aachen+University	18	TRUE	1	COMMON TERMS	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC-RWTH AACHEN UNIVERSITY	https://api.ror.org/organizations?affiliation=ITMC-RWTH+AACHEN+UNIVERSITY	18	TRUE	1	COMMON TERMS	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC-RWTH AACHEN UNIVERSITY/ C2P2-CPE-UNIVERSITY OF LYON	https://api.ror.org/organizations?affiliation=ITMC-RWTH+AACHEN+UNIVERSITY/+C2P2-CPE-UNIVERSITY+OF+LYON	22	TRUE	1	COMMON TERMS	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC, RWTH AACHEN	https://api.ror.org/organizations?affiliation=ITMC,+RWTH+AACHEN	14	TRUE	1	PHRASE	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITMC, RWTH AACHEN UNIVERSITY	https://api.ror.org/organizations?affiliation=ITMC,+RWTH+AACHEN+UNIVERSITY	18	TRUE	1	PHRASE	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
ITQB - INSTITUTE OF BIOLOGICAL CHEMISTRY AND CHEMICAL TECHNOLOGY, NEW UNIVERSITY OF LISBON	https://api.ror.org/organizations?affiliation=ITQB+-+INSTITUTE+OF+BIOLOGICAL+CHEMISTRY+AND+CHEMICAL+TECHNOLOGY,+NEW+UNIVERSITY+OF+LISBON	39	TRUE	0.91	COMMON TERMS	University of Lisbon	https://ror.org/01c27hj86	Portugal
ITQB-UNL	https://api.ror.org/organizations?affiliation=ITQB-UNL	2	TRUE	0.9	ACRONYM	National University of the Littoral	https://ror.org/00pt8r998	Argentina
ITQB/ UNL	https://api.ror.org/organizations?affiliation=ITQB/+UNL	2	TRUE	0.9	ACRONYM	National University of the Littoral	https://ror.org/00pt8r998	Argentina
IUT DE NANTES	https://api.ror.org/organizations?affiliation=IUT+DE+NANTES	1	TRUE	1	ACRONYM	Institut für Umwelttechnologien (Germany)	https://ror.org/00h03ws35	Germany
Iwate University and National Institute of Advanced Industrial Science and Technology (AIST)	https://api.ror.org/organizations?affiliation=Iwate+University+and+National+Institute+of+Advanced+Industrial+Science+and+Technology+(AIST)	49	TRUE	1	PHRASE	Iwate University	https://ror.org/04cd75h10	Japan
J. HEYROVSKÝ INSTITUTE OF PHYSICAL CHEMISTRY	https://api.ror.org/organizations?affiliation=J.+HEYROVSKY+INSTITUTE+OF+PHYSICAL+CHEMISTRY	15	TRUE	1	PHRASE	J. Heyrovsky Institute of Physical Chemistry	https://ror.org/02sat5y74	Czechia
JADAVPUR UNIVERSITY	https://api.ror.org/organizations?affiliation=JADAVPUR+UNIVERSITY	20	TRUE	1	PHRASE	Jadavpur University	https://ror.org/02af4h012	India
Jagiellonian University, Department of Chemistry	https://api.ror.org/organizations?affiliation=Jagiellonian+University,+Department+of+Chemistry	40	TRUE	1	PHRASE	Jagiellonian University	https://ror.org/03bqmcz70	Poland
Japan Society for the Promotion of Science, Japan	https://api.ror.org/organizations?affiliation=Japan+Society+for+the+Promotion+of+Science,+Japan	3	TRUE	1	PHRASE	Japan Society for the Promotion of Science	https://ror.org/00hhkn466	Japan
Jerzy Haber Institute of Catalysis and Surface Che	https://api.ror.org/organizations?affiliation=Jerzy+Haber+Institute+of+Catalysis+and+Surface+Che	0						
Jerzy Haber Institute of Catalysis and Surface Chemistry Polish Academy of Sciences	https://api.ror.org/organizations?affiliation=Jerzy+Haber+Institute+of+Catalysis+and+Surface+Chemistry+Polish+Academy+of+Sciences	35	TRUE	1	PHRASE	Jerzy Haber Institute of Catalysis and Surface Chemistry, Polish Academy of Sciences	https://ror.org/02xvrx776	Poland
Jerzy Haber Institute of Catalysis and Surface Chemistry, Polish Academy of Sciences	https://api.ror.org/organizations?affiliation=Jerzy+Haber+Institute+of+Catalysis+and+Surface+Chemistry,+Polish+Academy+of+Sciences	55	TRUE	1	PHRASE	Polish Academy of Sciences	https://ror.org/01dr6c206	Poland
JINGCHU UNIVERSITY OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=JINGCHU+UNIVERSITY+OF+TECHNOLOGY	20	TRUE	1	PHRASE	Jingchu University of Technology	https://ror.org/037kvhq82	China
Johann Heinrich von Thünen-Institut	https://api.ror.org/organizations?affiliation=Johann+Heinrich+von+Thunen-Institut	19	TRUE	1	PHRASE	Johann Heinrich von Thünen-Institut	https://ror.org/00mr84n67	Germany
JOHNSON MATTHEY	https://api.ror.org/organizations?affiliation=JOHNSON+MATTHEY	11	FALSE	1	PHRASE	Johnson Matthey (United States)	https://ror.org/00wbcgc67	United States
JOWAT AG	https://api.ror.org/organizations?affiliation=JOWAT+AG	0						
JUSTUS-LIEBIG UNIVERSITY	https://api.ror.org/organizations?affiliation=JUSTUS-LIEBIG+UNIVERSITY	19	TRUE	0.96	PHRASE	University of Giessen	https://ror.org/033eqas34	Germany
JUXTA	https://api.ror.org/organizations?affiliation=JUXTA	0						
K.E.T’S V. G. VAZE COLLEGE OF ARTS, SCIENCE AND COMMERCE	https://api.ror.org/organizations?affiliation=K.E.T'S+V.+G.+VAZE+COLLEGE+OF+ARTS,+SCIENCE+AND+COMMERCE	47	FALSE	0.9	ACRONYM	National Root Crops Research Institute	https://ror.org/016nn4m97	Nigeria
Kanazawa University	https://api.ror.org/organizations?affiliation=Kanazawa+University	20	TRUE	1	PHRASE	Kanazawa University	https://ror.org/02hwp6a56	Japan
Kangwon National University	https://api.ror.org/organizations?affiliation=Kangwon+National+University	20	TRUE	1	PHRASE	Kangwon National University	https://ror.org/01mh5ph17	South Korea
KAREL DE GROTE UNIVERSITY COLLEGE	https://api.ror.org/organizations?affiliation=KAREL+DE+GROTE+UNIVERSITY+COLLEGE	1	FALSE	0.55	COMMON TERMS	Queens College, CUNY	https://ror.org/03v8adn41	United States
Karlsruhe Institute of Technology	https://api.ror.org/organizations?affiliation=Karlsruhe+Institute+of+Technology	16	TRUE	1	PHRASE	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
KARLSRUHE INSTITUTE OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=KARLSRUHE+INSTITUTE+OF+TECHNOLOGY	16	TRUE	1	PHRASE	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
KARLSRUHE INSTITUTE OF TECHNOLOGY (KIT)	https://api.ror.org/organizations?affiliation=KARLSRUHE+INSTITUTE+OF+TECHNOLOGY+(KIT)	25	TRUE	1	COMMON TERMS	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
KARLSRUHE INSTITUTE OF TECNHOLOGY	https://api.ror.org/organizations?affiliation=KARLSRUHE+INSTITUTE+OF+TECNHOLOGY	19	TRUE	0.97	COMMON TERMS	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
Katholieke Universiteit Leuven	https://api.ror.org/organizations?affiliation=Katholieke+Universiteit+Leuven	17	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KAVLI INSTITUTE OF NANOSCIENCE	https://api.ror.org/organizations?affiliation=KAVLI+INSTITUTE+OF+NANOSCIENCE	18	FALSE	0.84	COMMON TERMS	Kavli Energy NanoScience Institute	https://ror.org/03c0kvc14	United States
KHALIFA UNIVERSITY OF SCIENCE AND TECHNOLOGY	https://api.ror.org/organizations?affiliation=KHALIFA+UNIVERSITY+OF+SCIENCE+AND+TECHNOLOGY	19	TRUE	1	PHRASE	Khalifa University of Science and Technology	https://ror.org/05hffr360	United Arab Emirates
KIER	https://api.ror.org/organizations?affiliation=KIER	2	TRUE	0.9	ACRONYM	Korea Institute of Energy Research	https://ror.org/0298pes53	South Korea
Kindai University	https://api.ror.org/organizations?affiliation=Kindai+University	20	TRUE	1	PHRASE	Kindai University	https://ror.org/05kt9ap64	Japan
King Saud university	https://api.ror.org/organizations?affiliation=King+Saud+university	19	TRUE	1	PHRASE	King Saud University	https://ror.org/02f81g417	Saudi Arabia
King Saud University	https://api.ror.org/organizations?affiliation=King+Saud+University	19	TRUE	1	PHRASE	King Saud University	https://ror.org/02f81g417	Saudi Arabia
Kinki University	https://api.ror.org/organizations?affiliation=Kinki+University	20	TRUE	1	PHRASE	Kindai University	https://ror.org/05kt9ap64	Japan
KIT, GERMANY. UBX, FRANCE	https://api.ror.org/organizations?affiliation=KIT,+GERMANY.+UBX,+FRANCE	14	TRUE	1	PHRASE	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
KNAUER WISSENSCHAFTLICHE GERATE	https://api.ror.org/organizations?affiliation=KNAUER+WISSENSCHAFTLICHE+GERATE	13	FALSE	0.7	FUZZY	Wissenschaftliches Institut der AOK	https://ror.org/055jf3p69	Germany
KOMPETENZZENTRUM HOLZ GMBH	https://api.ror.org/organizations?affiliation=KOMPETENZZENTRUM+HOLZ+GMBH	11	FALSE	0.89	COMMON TERMS	Kompetenzzentrum Holz	https://ror.org/01gpw0445	Austria
Korea Institute of Energy Research	https://api.ror.org/organizations?affiliation=Korea+Institute+of+Energy+Research	1	TRUE	1	PHRASE	Korea Institute of Energy Research	https://ror.org/0298pes53	South Korea
Korea Research Institute of Chemical Technology	https://api.ror.org/organizations?affiliation=Korea+Research+Institute+of+Chemical+Technology	1	TRUE	1	PHRASE	Korea Research Institute of Chemical Technology	https://ror.org/043k4kk20	South Korea
Korea University	https://api.ror.org/organizations?affiliation=Korea+University	13	TRUE	1	PHRASE	Korea University	https://ror.org/047dqcg40	South Korea
KOREA UNIVERSITY	https://api.ror.org/organizations?affiliation=KOREA+UNIVERSITY	13	TRUE	1	PHRASE	Korea University	https://ror.org/047dqcg40	South Korea
KTH ROYAL INSTITUTE OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=KTH+ROYAL+INSTITUTE+OF+TECHNOLOGY	18	TRUE	0.94	COMMON TERMS	Royal Institute of Technology	https://ror.org/026vcq606	Sweden
KU Leuven	https://api.ror.org/organizations?affiliation=KU+Leuven	1	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KU LEUVEN	https://api.ror.org/organizations?affiliation=KU+LEUVEN	1	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KU Leuven - Centre for Surface Chemistry and Catalysis	https://api.ror.org/organizations?affiliation=KU+Leuven+-+Centre+for+Surface+Chemistry+and+Catalysis	25	FALSE	0.86	COMMON TERMS	Centre for Organic Chemistry (Czechia)	https://ror.org/03ve83257	Czechia
KU LEUVEN - CENTRE FOR SURFACE CHEMISTRY AND CATALYSIS	https://api.ror.org/organizations?affiliation=KU+LEUVEN+-+CENTRE+FOR+SURFACE+CHEMISTRY+AND+CATALYSIS	16	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
KU Leuven - Laboratory of Food Chemistry and Biochemistry	https://api.ror.org/organizations?affiliation=KU+Leuven+-+Laboratory+of+Food+Chemistry+and+Biochemistry	31	FALSE	0.85	COMMON TERMS	Laboratory of BioChemistry	https://ror.org/01thw2g46	France
KU LEUVEN, CENTRE FOR SURFACE CHEMISTRY AND CATALYSIS	https://api.ror.org/organizations?affiliation=KU+LEUVEN,+CENTRE+FOR+SURFACE+CHEMISTRY+AND+CATALYSIS	18	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KU Leuven, Department of Chemistry	https://api.ror.org/organizations?affiliation=KU+Leuven,+Department+of+Chemistry	25	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KU LEUVEN, DEPARTMENT OF CHEMISTRY	https://api.ror.org/organizations?affiliation=KU+LEUVEN,+DEPARTMENT+OF+CHEMISTRY	25	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KU Leuven, Molecular Design and Synthesis	https://api.ror.org/organizations?affiliation=KU+Leuven,+Molecular+Design+and+Synthesis	32	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
KULEUVEN	https://api.ror.org/organizations?affiliation=KULEUVEN	0						
KULEUVEN, DEPARTMENT OF CHEMISTRY	https://api.ror.org/organizations?affiliation=KULEUVEN,+DEPARTMENT+OF+CHEMISTRY	20	FALSE	0.76	COMMON TERMS	Department of Physical and Technical Sciences	https://ror.org/01y1re497	Belarus
KULEUVEN, DEPARTMENT OF MATERIALS ENGINEERING	https://api.ror.org/organizations?affiliation=KULEUVEN,+DEPARTMENT+OF+MATERIALS+ENGINEERING	20	FALSE	0.74	COMMON TERMS	Materials Science & Engineering	https://ror.org/03rs0fg31	Australia
Kyung Hee University	https://api.ror.org/organizations?affiliation=Kyung+Hee+University	18	TRUE	1	PHRASE	Kyung Hee University	https://ror.org/01zqcg218	South Korea
Kyushu University	https://api.ror.org/organizations?affiliation=Kyushu+University	23	TRUE	1	PHRASE	Kyushu University	https://ror.org/00p4k0j84	Japan
KYUSHU UNIVERSITY	https://api.ror.org/organizations?affiliation=KYUSHU+UNIVERSITY	23	TRUE	1	PHRASE	Kyushu University	https://ror.org/00p4k0j84	Japan
L OREAL	https://api.ror.org/organizations?affiliation=L+OREAL	0						
L'OREAL	https://api.ror.org/organizations?affiliation=L'OREAL	3	FALSE	1	PHRASE	L'Oréal (France)	https://ror.org/00nb3j622	France
L'ORÉAL	https://api.ror.org/organizations?affiliation=L'OREAL	3	FALSE	1	PHRASE	L'Oréal (France)	https://ror.org/00nb3j622	France
L'OREAL Research & Innovation	https://api.ror.org/organizations?affiliation=L'OREAL+Research+&+Innovation	10	FALSE	0.67	COMMON TERMS	Centre de Recherche des Cordeliers	https://ror.org/00dmms154	France
L'ORÉAL RESEARCH & INNOVATION	https://api.ror.org/organizations?affiliation=L'OREAL+RESEARCH+&+INNOVATION	10	FALSE	0.67	COMMON TERMS	Centre de Recherche des Cordeliers	https://ror.org/00dmms154	France
L’Oréal Recherche et Innovation	https://api.ror.org/organizations?affiliation=L'Oreal+Recherche+et+Innovation	13	FALSE	0.72	COMMON TERMS	AR2i	https://ror.org/01g087661	France
LA LSRE-LCM	https://api.ror.org/organizations?affiliation=LA+LSRE-LCM	0						
LA ROCHELLE UNIVERSITY	https://api.ror.org/organizations?affiliation=LA+ROCHELLE+UNIVERSITY	5	FALSE	0.83	COMMON TERMS	La Salle University	https://ror.org/02beve479	United States
LA ROCHELLE UNIVERSITY, UMR 7266 LIENSS	https://api.ror.org/organizations?affiliation=LA+ROCHELLE+UNIVERSITY,+UMR+7266+LIENSS	6	FALSE	0.83	COMMON TERMS	La Salle University	https://ror.org/02beve479	United States
Laboratoire CASYEN-Lemaire team-ICBMS	https://api.ror.org/organizations?affiliation=Laboratoire+CASYEN-Lemaire+team-ICBMS	15	TRUE	0.9	ACRONYM	Institut de Chimie et Biochimie Moléculaires et Supramoléculaires	https://ror.org/00gj33s30	France
LABORATOIRE CAYSEN	https://api.ror.org/organizations?affiliation=LABORATOIRE+CAYSEN	20	FALSE	0.89	FUZZY	Laboratoire CarMeN	https://ror.org/03bbjky47	France
LABORATOIRE CEISAM - UMR CNRS 6230	https://api.ror.org/organizations?affiliation=LABORATOIRE+CEISAM+-+UMR+CNRS+6230	19	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
LABORATOIRE CHIMECO	https://api.ror.org/organizations?affiliation=LABORATOIRE+CHIMECO	19	FALSE	0.83	COMMON TERMS	Laboratoire Complexité, Innovation et Activités Motrices et Sportives	https://ror.org/00k3ph542	France
Laboratoire COB-ICBMS	https://api.ror.org/organizations?affiliation=Laboratoire+COB-ICBMS	21	TRUE	0.9	ACRONYM	Institut de Chimie et Biochimie Moléculaires et Supramoléculaires	https://ror.org/00gj33s30	France
LABORATOIRE D'AUTOMATIQUE ET GÉNIE DES PROCÉDÉS (LAGEP),  UMR 5007	https://api.ror.org/organizations?affiliation=LABORATOIRE+D'AUTOMATIQUE+ET+GENIE+DES+PROCEDES+(LAGEP),++UMR+5007	14	TRUE	0.94	COMMON TERMS	Automation and Process Engineering Laboratory	https://ror.org/03kfjwy31	France
LABORATOIRE D'INGÉNIERIE DES SYSTÈMES BIOLOGIQUES	https://api.ror.org/organizations?affiliation=LABORATOIRE+D'INGENIERIE+DES+SYSTEMES+BIOLOGIQUES	16	FALSE	0.9	ACRONYM	Arizona Department of Economic Security	https://ror.org/00s8v8467	United States
Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés	https://api.ror.org/organizations?affiliation=Laboratoire+d'Ingenierie+des+Systemes+Biologiques+et+des+Procedes	13	TRUE	1	PHRASE	Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés	https://ror.org/01yypjb30	France
Laboratoire d'Ingénierie et d'Architectures Macromoléculaires_Ecole Nationale Supérieure de Chimie de Montpellier	https://api.ror.org/organizations?affiliation=Laboratoire+d'Ingenierie+et+d'Architectures+Macromoleculaires_Ecole+Nationale+Superieure+de+Chimie+de+Montpellier	15	FALSE	0.64	COMMON TERMS	National School of Architecture of Montpellier	https://ror.org/008axfh28	France
Laboratoire de Bioingénierie et Dynamique Microbienne aux Interfaces Alimentaires, Université de Lyon	https://api.ror.org/organizations?affiliation=Laboratoire+de+Bioingenierie+et+Dynamique+Microbienne+aux+Interfaces+Alimentaires,+Universite+de+Lyon	39	TRUE	1	PHRASE	University of Lyon System	https://ror.org/01rk35k63	France
